ADDRESS_TYPE,X_COORD,Y_COORD,LATITUDE,LONGITUDE,ADDRESS_NUMBER_PREFIX,ADDRESS_NUMBER,ADDRESS_NUMBER_SUFFIX,PREMODIFIER,PREDIRECTIONAL,STREET_NAME,POSTTYPE,POSTDIRECTIONAL,POSTMODIFIER,BUILDING_TYPE,BUILDING_IDENTIFIER,UNIT_TYPE,UNIT_IDENTIFIER,COMPOSITE_UNIT_TYPE,COMPOSIT_UNIT_IDENTIFIER,FULL_ADDRESS
S,3140119.0,1700506.0,39.75563886,-105.00163589,None,1777.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,910,Unit,910,1777 Chestnut Pl Unit 910
S,3140099.0,1700606.0,39.75591368,-105.00170495,None,1777.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,824,Unit,824,1777 Chestnut Pl Unit 824
S,3140053.0,1700652.0,39.75603983,-105.00186753,None,1777.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,730,Unit,730,1777 Chestnut Pl Unit 730
S,3140087.0,1700603.0,39.75590731,-105.00174806,None,1777.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,725,Unit,725,1777 Chestnut Pl Unit 725
S,3140099.0,1700499.0,39.7556207,-105.00170873,None,1777.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,703,Unit,703,1777 Chestnut Pl Unit 703
S,3140103.0,1700489.0,39.7555924,-105.00169488,None,1777.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,906,Unit,906,1777 Chestnut Pl Unit 906
S,3139972.0,1700361.0,39.75524471,-105.00216244,None,1707.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,714,Unit,714,1707 Chestnut Pl Unit 714
S,3139995.0,1700398.0,39.75534588,-105.00208021,None,1707.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,801,Unit,801,1707 Chestnut Pl Unit 801
S,3140143.0,1700563.0,39.7557953,-105.00155018,None,1777.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,1118,Unit,1118,1777 Chestnut Pl Unit 1118
S,3139995.0,1700399.0,39.75534635,-105.00207836,None,1707.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,1001,Unit,1001,1707 Chestnut Pl Unit 1001
S,3140111.0,1700593.0,39.75587739,-105.00166183,None,1777.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,722,Unit,722,1777 Chestnut Pl Unit 722
S,3140035.0,1700669.0,39.7560872,-105.0019313,None,1777.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,532,Unit,532,1777 Chestnut Pl Unit 532
S,3139945.0,1700392.0,39.75532757,-105.00225818,None,1707.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,1121,Unit,1121,1707 Chestnut Pl Unit 1121
S,3127800.0,1679799.0,39.69897072,-105.04581722,None,955.0,None,None,S,Utica,St,None,None,None,None,None,None,None,None,955 S Utica St
S,3140112.0,1700594.0,39.75588108,-105.00166072,None,1777.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,1222,Unit,1222,1777 Chestnut Pl Unit 1222
S,3140029.0,1700433.0,39.75544068,-105.00195727,None,1707.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,1105,Unit,1105,1707 Chestnut Pl Unit 1105
S,3140113.0,1700578.0,39.75583816,-105.00165547,None,1777.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,1221,Unit,1221,1777 Chestnut Pl Unit 1221
S,3140100.0,1700606.0,39.75591406,-105.00170259,None,1777.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,624,Unit,624,1777 Chestnut Pl Unit 624
S,3140026.0,1700672.0,39.75609588,-105.00196424,None,1777.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,1134,Unit,1134,1777 Chestnut Pl Unit 1134
S,3140092.0,1700477.0,39.75555912,-105.00173445,None,1777.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,606,Unit,606,1777 Chestnut Pl Unit 606
S,3140091.0,1700485.0,39.75558221,-105.00173494,None,1777.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,705,Unit,705,1777 Chestnut Pl Unit 705
S,3140113.0,1700515.0,39.75566517,-105.00165793,None,1777.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,1101,Unit,1101,1777 Chestnut Pl Unit 1101
S,3140101.0,1700486.0,39.75558519,-105.0017003,None,1777.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,608,Unit,608,1777 Chestnut Pl Unit 608
S,3140001.0,1700389.0,39.755321,-105.00205878,None,1707.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,610,Unit,610,1707 Chestnut Pl Unit 610
S,3140053.0,1700652.0,39.75604046,-105.00186772,None,1777.0,None,None,None,Chestnut,Pl,None,None,None,None,Unit,530,Unit,530,1777 Chestnut Pl Unit 530
S,3166599.0,1686384.0,39.71643506,-104.90778249,None,6925.0,None,None,E,Lowry,Blvd,None,None,None,None,None,None,None,None,6925 E Lowry Blvd
S,3166700.0,1686405.0,39.71649116,-104.90742614,None,6949.0,None,None,E,Lowry,Blvd,None,None,None,None,None,None,None,None,6949 E Lowry Blvd
S,3166582.0,1686377.0,39.71641782,-104.90784593,None,6919.0,None,None,E,Lowry,Blvd,None,None,None,None,None,None,None,None,6919 E Lowry Blvd
S,3137621.0,1707460.0,39.77476558,-105.01038564,None,4233.0,None,None,N,Shoshone,St,None,None,None,None,None,None,None,None,4233 N Shoshone St
S,3173498.0,1715997.0,39.79760169,-104.88254412,None,9100.0,None,None,E,56th,Ave,None,None,None,None,None,None,None,None,9100 E 56th Ave
S,3137584.0,1707461.0,39.77476858,-105.01051906,None,4225.0,None,None,N,Shoshone,St,None,None,None,None,Gar,1,Gar,1,4225 N Shoshone St Gar 1
S,3150391.0,1701454.0,39.7580818,-104.96508422,None,1860.0,None,None,E,29th,Ave,None,None,None,None,Unit,2,Unit,2,1860 E 29th Ave Unit 2
S,3137583.0,1707449.0,39.77473629,-105.01052104,None,4229.0,None,None,N,Shoshone,St,None,None,None,None,Gar,1,Gar,1,4229 N Shoshone St Gar 1
